director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Francis Lawrence,409,137,508,14000,Philip Seymour Hoffman,34000,281666058,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,198966,81454,Josh Hutcherson,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,405,English,USA,PG-13,160000000,2015,22000,6.6,39000
Scott Blackwood,,,0,,,,,,Fast and Furious 6: The Game ,10,0,,http://www.imdb.com/title/tt4106374/?ref_=fn_tt_tt_1,,English,Canada,,,2013,,6.2,0
David Fincher,365,166,21000,162,Julia Ormond,12000,127490802,Brad Pitt,The Curious Case of Benjamin Button ,482097,13357,Danny Vinson,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,838,English,USA,PG-13,150000000,2008,937,7.8,24000
Hideaki Anno,110,120,30,5,Satomi Ishihara,24,1908028,Jun Kunimura,Shin Godzilla ,7323,53,Mikako Ichikawa,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,78,Japanese,Japan,Not Rated,,2016,10,7,0
Matthew Vaughn,507,132,908,980,Michael Fassbender,34000,146405371,Jennifer Lawrence,X-Men: First Class ,546088,49027,Zoë Kravitz,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,706,English,USA,PG-13,160000000,2011,13000,7.8,54000
Jon Turteltaub,237,109,229,387,Omar Benson Miller,13000,63143812,Nicolas Cage,The Sorcerer's Apprentice ,129887,14434,Alice Krige,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,English,USA,PG,150000000,2010,431,6.1,11000
Wolfgang Petersen,230,98,256,705,Mike Vogel,87000,60655503,Jimmy Bennett,Poseidon ,84685,92515,Andre Braugher,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,630,English,USA,PG-13,160000000,2006,2000,5.6,0
Peter Berg,269,107,567,418,J.D. Evermore,1000,61284947,Ethan Suplee,Deepwater Horizon ,83778,2514,James DuMont,http://www.imdb.com/title/tt1860357/?ref_=fn_tt_tt_1,194,English,Hong Kong,PG-13,110000000,2016,431,7.2,21000
Duncan Jones,337,123,0,748,Ruth Negga,3000,47167650,Dominic Cooper,Warcraft: The Beginning ,182631,5829,Callum Keith Rennie,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,872,English,China,PG-13,160000000,2016,839,7,95000
Michael Apted,225,113,157,58,Shane Rangi,542,104383624,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,112728,776,Laura Brent,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,230,English,USA,PG,155000000,2010,82,6.3,11000
Alan Taylor,487,126,230,2000,Emilia Clarke,24000,89732035,J.K. Simmons,Terminator Genisys ,203388,38917,Matt Smith,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,888,English,USA,PG-13,155000000,2015,10000,6.5,82000
Oliver Stone,245,206,0,644,Angelina Jolie,12000,34293771,Anthony Hopkins,Alexander ,143390,24658,Brian Blessed,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1400,English,Germany,R,155000000,2004,11000,5.5,0
Francis Lawrence,327,104,508,550,Willow Smith,10000,256386216,Will Smith,I Am Legend ,561623,12094,Salli Richardson-Whitfield,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1428,English,USA,PG-13,150000000,2007,554,7.2,11000
Ron Clements,329,107,84,383,Nicole Scherzinger,12000,248661654,Dwayne Johnson,Moana ,102069,13283,Temuera Morrison,http://www.imdb.com/title/tt3521164/?ref_=fn_tt_tt_1,275,English,USA,PG,150000000,2016,723,7.7,26000
David Yates,338,138,315,693,Daniel Radcliffe,21000,292000866,Robert Pattinson,Harry Potter and the Order of the Phoenix ,382226,33454,Fiona Shaw,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,1116,English,UK,PG-13,150000000,2007,11000,7.5,5000
Michael Bay,398,144,0,590,Michael O'Neill,670,318759914,Zack Ward,Transformers ,528944,2400,Kevin Dunn,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1788,English,USA,PG-13,150000000,2007,651,7.1,0
Michael Bay,192,184,0,740,Jaime King,3000,198539855,Jennifer Garner,Pearl Harbor ,265738,5471,Mako,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,2000,English,USA,PG-13,140000000,2001,963,6.1,0
Chris Buck,421,102,69,489,Maurice LaMarche,1000,400736600,Josh Gad,Frozen ,448366,2620,Livvy Stubenrauch,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,939,English,USA,PG,150000000,2013,529,7.5,59000
Mike Newell,299,166,183,10000,Daniel Radcliffe,21000,289994397,Robert Pattinson,Harry Potter and the Goblet of Fire ,414035,44436,Rupert Grint,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1904,English,UK,PG-13,150000000,2005,11000,7.7,0
Byron Howard,433,108,61,615,Shakira,24000,341264012,J.K. Simmons,Zootopia ,287343,27232,Bonnie Hunt,http://www.imdb.com/title/tt2948356/?ref_=fn_tt_tt_1,514,English,USA,PG,150000000,2016,960,8.1,49000
Peter Berg,321,102,567,670,Eddie Marsan,10000,227946274,Will Smith,Hancock ,363472,12650,Thomas Lennon,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,592,English,USA,PG-13,150000000,2008,1000,6.4,6000
Brad Bird,322,111,678,965,John Ratzenberger,1000,206435493,Janeane Garofalo,Ratatouille ,500559,4965,Brian Dennehy,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,634,English,USA,G,150000000,2007,1000,8,11000
Lana Wachowski,273,138,0,30,Daniel Bernhardt,234,281492479,Steve Bastoni,The Matrix Reloaded ,437508,545,Helmut Bakaitis,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2795,English,USA,R,150000000,2003,204,7.2,0
Tim Burton,274,115,13000,589,Christopher Lee,40000,206456431,Johnny Depp,Charlie and the Chocolate Factory ,339740,57898,David Kelly,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1365,English,USA,PG,150000000,2005,16000,6.7,8000
Alan Taylor,494,112,230,12000,Natalie Portman,26000,206360018,Chris Hemsworth,Thor: The Dark World ,439529,59857,Anthony Hopkins,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,541,English,USA,PG-13,170000000,2013,20000,7,63000
Christopher Nolan,474,128,22000,11000,Liam Neeson,23000,205343774,Christian Bale,Batman Begins ,1040637,61607,Morgan Freeman,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2698,English,USA,PG-13,150000000,2005,14000,8.3,15000
Christopher McQuarrie,476,131,191,654,Jeremy Renner,11000,195000874,Tom Cruise,Mission: Impossible - Rogue Nation ,254842,22964,Sean Harris,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,454,English,China,PG-13,150000000,2015,10000,7.4,48000
Eric Darnell,166,89,36,354,Cedric the Entertainer,880,179982968,Jada Pinkett Smith,Madagascar: Escape 2 Africa ,155824,2338,Will.i.am,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,124,English,USA,PG,150000000,2008,442,6.7,0
Kenneth Branagh,522,115,0,12000,Natalie Portman,26000,181015141,Chris Hemsworth,Thor ,566116,60099,Anthony Hopkins,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,744,English,USA,PG-13,150000000,2011,20000,7,63000
Gavin Hood,357,119,162,720,Ryan Reynolds,20000,179883016,Hugh Jackman,X-Men Origins: Wolverine ,385400,38100,Daniel Henney,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,654,English,USA,PG-13,150000000,2009,16000,6.7,8000
Shawn Levy,183,105,206,411,Steve Coogan,49000,177243721,Robin Williams,Night at the Museum: Battle of the Smithsonian ,138709,51102,Christopher Guest,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,211,English,USA,PG,150000000,2009,1000,5.9,0
Jennifer Yuh Nelson,286,90,91,17,Gary Oldman,11000,165230261,Angelina Jolie,Kung Fu Panda 2 ,195767,21017,Mike Bell,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,211,English,USA,PG,150000000,2011,10000,7.3,19000
George Miller,770,120,774,760,Zoë Kravitz,27000,153629485,Tom Hardy,Mad Max: Fury Road ,624203,31270,Hugh Keays-Byrne,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1645,English,Australia,R,150000000,2015,980,8.1,192000
Lana Wachowski,245,129,0,272,Essie Davis,848,139259759,Mary Alice,The Matrix Revolutions ,379089,1858,Collin Chou,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2130,English,Australia,R,150000000,2003,331,6.7,0
Ron Howard,306,146,0,313,Ayelet Zurer,15000,133375846,Tom Hanks,Angels & Demons ,225923,17021,Armin Mueller-Stahl,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,452,English,USA,PG-13,150000000,2009,764,6.7,0
J.J. Abrams,307,124,14000,1000,Tom Cruise,22000,133382309,Philip Seymour Hoffman,Mission: Impossible III ,268826,35890,Eddie Marsan,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,874,English,USA,PG-13,150000000,2006,11000,6.9,0
Wolfgang Petersen,221,196,256,849,Orlando Bloom,12000,133228348,Brad Pitt,Troy ,402243,19060,Julian Glover,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1708,English,USA,R,175000000,2004,5000,7.2,0
M. Night Shyamalan,281,103,3000,374,Noah Ringer,1000,131564731,Seychelle Gabriel,The Last Airbender ,124253,2924,Aasif Mandvi,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1398,English,USA,PG,150000000,2010,748,4.2,18000
Steve Hickner,195,91,64,865,Oprah Winfrey,2000,126597121,Matthew Broderick,Bee Movie ,112002,6796,Rip Torn,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,227,English,USA,PG,150000000,2007,899,6.1,0
Hoyt Yeatman,143,88,13,210,Piper Mackenzie Harris,738,119420252,Kelli Garner,G-Force ,34485,2385,Niecy Nash,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90,English,USA,PG,150000000,2009,677,5.1,0
Byron Howard,226,96,61,704,Diedrich Bader,17000,114053579,Chloë Grace Moretz,Bolt ,153833,20088,James Lipton,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,179,English,USA,PG,150000000,2008,789,6.9,0
Jonathan Liebesman,310,99,476,536,Edgar Ramírez,14000,83640426,Liam Neeson,Wrath of the Titans ,158433,16408,Lily James,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,English,Spain,PG-13,150000000,2012,943,5.8,19000
Robert Zemeckis,286,115,0,973,Anthony Hopkins,18000,82161969,Robin Wright,Beowulf ,146051,31538,Sebastian Roché,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,508,English,USA,PG-13,150000000,2007,12000,6.2,0
Tim Burton,527,113,13000,16000,Chloë Grace Moretz,40000,79711678,Johnny Depp,Dark Shadows ,208224,76934,Christopher Lee,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,482,English,USA,PG-13,150000000,2012,17000,6.2,82000
Roland Emmerich,343,131,792,577,Joey King,17000,73103784,Channing Tatum,White House Down ,172280,20291,Jake Weber,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,442,English,USA,PG-13,150000000,2013,2000,6.4,33000
Yimou Zhang,250,103,639,504,Pilou Asbæk,14000,45125480,Matt Damon,The Great Wall ,36323,15700,Andy Lau,http://www.imdb.com/title/tt2034800/?ref_=fn_tt_tt_1,246,English,USA,PG-13,150000000,2016,557,6.2,11000
Joe Johnston,361,119,402,175,Simon Merrells,12000,61937495,Anthony Hopkins,The Wolfman ,91850,13094,Art Malik,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,437,English,USA,R,150000000,2010,489,5.8,0
Joe Wright,261,111,455,405,Cara Delevingne,20000,34964818,Hugh Jackman,Pan ,47221,21532,Nonso Anozie,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,198,English,USA,PG,150000000,2015,640,5.8,24000
Simon Wells,130,88,26,646,Elisabeth Harnois,2000,21379315,Seth Green,Mars Needs Moms ,18209,4922,Dan Fogler,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,113,English,USA,PG,150000000,2011,935,5.4,0
Eric Darnell,210,93,36,442,Martin Short,880,216366733,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,126091,2532,Cedric the Entertainer,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,158,English,USA,PG,145000000,2012,814,6.9,17000
Brad Bird,435,133,678,706,Jeremy Renner,11000,209364921,Tom Cruise,Mission: Impossible - Ghost Protocol ,380493,22813,Michael Nyqvist,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,516,English,USA,PG-13,145000000,2011,10000,7.4,35000
David Bowers,136,85,43,625,Kate Winslet,20000,64459316,Hugh Jackman,Flushed Away ,89562,35215,David Suchet,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,124,English,UK,PG,149000000,2006,14000,6.6,0
Dean DeBlois,296,102,254,962,Djimon Hounsou,18000,176997107,Gerard Butler,How to Train Your Dragon 2 ,235797,23401,America Ferrera,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,349,English,USA,PG,145000000,2014,3000,7.9,46000
Rob Minkoff,198,92,51,520,Zach Callison,3000,111505642,Ty Burrell,Mr. Peabody & Sherman ,50856,5852,Karan Brar,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,135,English,USA,PG,145000000,2014,1000,6.9,11000
David Yates,297,110,315,108,Alexander Skarsgård,11000,126585313,Christoph Waltz,The Legend of Tarzan ,113121,21207,Casper Crump,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,397,English,UK,PG-13,180000000,2016,10000,6.3,38000
Peter Ramsey,259,97,52,161,Kamil McFadden,20000,103400692,Hugh Jackman,Rise of the Guardians ,130180,20743,Khamani Griffin,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,177,English,USA,PG,145000000,2012,411,7.3,25000
Breck Eisner,163,124,43,882,Rainn Wilson,12000,68642452,Matthew McConaughey,Sahara ,79994,14150,Delroy Lindo,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,465,English,UK,PG-13,130000000,2005,983,6,0
Paul Feig,633,134,185,519,Ed Begley Jr.,2000,128344089,Charles Dance,Ghostbusters ,143821,4566,Kate McKinnon,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1663,English,USA,PG-13,144000000,2016,795,5.4,75000
Lee Tamahori,264,133,97,779,Colin Salmon,790,160201106,Toby Stephens,Die Another Day ,175562,2703,Rick Yune,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1188,English,UK,PG-13,142000000,2002,782,6.1,0
,93,50,,698,Nichelle Nichols,12000,,Leonard Nimoy,Star Trek             ,55357,15306,Walter Koenig,http://www.imdb.com/title/tt0060028/?ref_=fn_tt_tt_1,164,English,USA,TV-PG,200000,,844,8.4,0
Michael Bay,165,153,0,6000,Steve Buscemi,13000,201573391,Bruce Willis,Armageddon ,335881,32050,William Fichtner,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1175,English,USA,PG-13,140000000,1998,12000,6.6,12000
Barry Sonnenfeld,207,88,194,636,Rip Torn,10000,190418803,Will Smith,Men in Black II ,278578,11899,Lara Flynn Boyle,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,607,English,USA,PG-13,140000000,2002,865,6.1,0
Joe Johnston,517,124,402,3000,Neal McDonough,11000,176636816,Chris Evans,Captain America: The First Avenger ,542363,18870,Dominic Cooper,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,695,English,USA,PG-13,140000000,2011,3000,6.9,46000
Alessandro Carloni,225,95,6,988,Angelina Jolie,24000,143523463,J.K. Simmons,Kung Fu Panda 3 ,87937,36122,Wayne Knight,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,168,English,China,PG,145000000,2016,11000,7.2,24000
Richard Donner,142,127,509,92,Rene Russo,5000,129734803,Jet Li,Lethal Weapon 4 ,132300,6212,Darlene Love,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,290,English,USA,R,140000000,1998,843,6.6,0
Jon M. Chu,352,122,210,956,Dwayne Johnson,17000,122512052,Channing Tatum,G.I. Joe: Retaliation ,151317,32001,Elodie Yung,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,290,English,USA,PG-13,130000000,2013,12000,5.8,42000
Edward Zwick,188,154,399,447,Tony Goldwyn,11000,111110575,Tom Cruise,The Last Samurai ,331689,13008,Chad Lindberg,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,938,English,USA,R,140000000,2003,1000,7.7,0
Dean Parisot,135,90,24,239,Richard Burgi,990,110332737,John Michael Higgins,Fun with Dick and Jane ,114654,2072,David Herman,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,260,English,USA,PG-13,100000000,2005,554,6.1,2000
Ridley Scott,318,150,0,2000,Aaron Paul,23000,65007045,Christian Bale,Exodus: Gods and Kings ,136275,34641,Joel Edgerton,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,679,English,UK,PG-13,140000000,2014,6000,6,51000
Steven Spielberg,330,117,14000,389,Penelope Wilton,596,55472665,Mark Rylance,The BFG ,47844,2139,Rafe Spall,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,196,English,USA,PG,140000000,2016,403,6.4,34000
Alex Proyas,201,126,297,301,Elodie Yung,18000,31141074,Gerard Butler,Gods of Egypt ,71755,19845,Bryan Brown,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,334,English,USA,PG-13,140000000,2016,956,5.5,27000
Sam Raimi,293,121,0,4000,James Franco,24000,403706375,J.K. Simmons,Spider-Man ,570461,40510,Kirsten Dunst,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,2022,English,USA,PG-13,139000000,2002,11000,7.3,0
Zack Snyder,453,215,0,426,Billy Crudup,1000,107503316,Matt Frewer,Watchmen ,407966,2597,Stephen McHattie,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1247,English,USA,R,130000000,2009,759,7.6,19000
Rob Cohen,144,121,364,662,Joe Morton,849,31704416,Sam Shepard,Stealth ,46499,2823,Richard Roxburgh,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,389,English,USA,PG-13,135000000,2005,838,5,0
Hironobu Sakaguchi,166,106,7,293,Jean Simmons,12000,32131830,Steve Buscemi,Final Fantasy: The Spirits Within ,74498,12898,Peri Gilpin,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788,English,USA,PG-13,137000000,2001,435,6.4,0
Ang Lee,267,138,0,273,Regi Davis,821,132122995,Kevin Rankin,Hulk ,219382,1876,Celia Weston,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1448,English,USA,PG-13,137000000,2003,332,5.7,3000
Louis Leterrier,358,135,257,908,Peter Mensah,3000,134518390,Ty Burrell,The Incredible Hulk ,339685,5884,William Hurt,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,651,English,USA,PG-13,150000000,2008,1000,6.8,0
Bill Condon,322,122,437,12000,Kristen Stewart,21000,292298923,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,193275,60263,Taylor Lautner,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,336,English,USA,PG-13,120000000,2012,17000,5.5,65000
Alejandro González Iñárritu,590,156,0,735,Tom Hardy,29000,183635922,Leonardo DiCaprio,The Revenant ,492212,57168,Lukas Haas,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1278,English,USA,R,135000000,2015,27000,8,196000
Kirk De Micco,264,98,16,13000,Emma Stone,16000,187165546,Ryan Reynolds,The Croods ,158984,44303,Nicolas Cage,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,198,English,USA,PG,135000000,2013,15000,7.2,28000
Michael Apted,197,160,157,263,Maria Grazia Cucinotta,782,126930660,Colin Salmon,The World Is Not Enough ,162266,2087,Desmond Llewelyn,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,686,English,UK,PG-13,135000000,1999,537,6.4,0
Gore Verbinski,364,107,575,1000,Timothy Olyphant,40000,123207194,Johnny Depp,Rango ,192828,49386,Stephen Root,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,339,English,USA,PG,135000000,2011,6000,7.2,26000
Peter Weir,244,138,639,183,Lee Ingleby,634,93926386,James D'Arcy,Master and Commander: The Far Side of the World ,174234,1287,David Threlfall,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,686,English,USA,PG-13,150000000,2003,207,7.4,6000
Dave Green,224,112,16,850,Brad Garrett,2000,541226,Laura Linney,Teenage Mutant Ninja Turtles: Out of the Shadows ,57611,5550,Noel Fisher,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1,177,English,USA,PG-13,135000000,2016,951,6,15000
David Soren,168,96,13,475,Snoop Dogg,16000,83024900,Ryan Reynolds,Turbo ,65588,17443,Ben Schwartz,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,95,English,USA,PG,135000000,2013,893,6.5,13000
George Miller,155,100,774,1000,Brad Pitt,49000,63992328,Robin Williams,Happy Feet 2 ,34062,63694,Common,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,80,English,Australia,PG,135000000,2011,12000,5.9,0
,20,60,,185,Philip Michael Thomas,1000,,Don Johnson,Miami Vice             ,17724,1733,John Diehl,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,76,English,USA,TV-14,1500000,,334,7.5,0
Eric Darnell,156,92,36,183,Annet Mahendru,19000,83348920,Benedict Cumberbatch,Penguins of Madagascar ,64223,19998,Andy Richter,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,121,English,USA,PG,132000000,2014,433,6.7,11000
Francis Lawrence,512,146,508,688,Josh Hutcherson,34000,424645577,Jennifer Lawrence,The Hunger Games: Catching Fire ,522321,49591,Sandra Ellis Lafferty,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,713,English,USA,PG-13,130000000,2013,14000,7.6,82000
Alfonso Cuarón,279,142,0,10000,Gary Oldman,11000,249358727,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban ,411720,33368,Rupert Grint,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,1514,English,UK,PG,130000000,2004,10000,7.8,12000
Steven Spielberg,400,116,14000,843,Lisa Ann Walter,11000,234277056,Tom Cruise,War of the Worlds ,349395,13856,Rick Gonzalez,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,2748,English,USA,PG-13,132000000,2005,1000,6.5,0
Paul Greengrass,329,115,534,882,Edgar Ramírez,14000,227137090,Matt Damon,The Bourne Ultimatum ,522023,18499,Albert Finney,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,836,English,USA,PG-13,110000000,2007,943,8.1,0
Peyton Reed,531,117,237,428,T.I.,2000,180191634,Anthony Mackie,Ant-Man ,362303,3831,Wood Harris,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,565,English,USA,PG-13,130000000,2015,688,7.3,62000
Mark Osborne,264,92,57,646,Wayne Knight,11000,215395021,Angelina Jolie,Kung Fu Panda ,327008,12866,Dan Fogler,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,365,English,USA,PG,130000000,2008,988,7.6,0
Tim Johnson,169,94,13,183,Matt Jones,17000,177343675,Jim Parsons,Home ,76685,17909,April Winchell,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,219,English,USA,PG,135000000,2015,542,6.7,27000
